src_ip,dst_ip,protocol,length
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,17,73
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1395
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
74.125.130.119,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
74.125.130.119,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
74.125.130.119,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,17,84
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,73
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,74
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,74
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,74
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,74
192.168.73.128,192.168.73.2,17,93
192.168.73.128,192.168.73.2,17,93
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,452
192.168.73.128,142.250.77.46,17,456
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,257
142.250.77.46,192.168.73.128,17,1177
142.250.77.46,192.168.73.128,6,5702
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,8526
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,76
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,454
192.168.73.128,142.250.77.46,17,455
192.168.73.128,142.250.77.46,17,461
192.168.73.128,142.250.77.46,17,1399
192.168.73.128,142.250.77.46,17,1399
192.168.73.128,142.250.77.46,17,305
142.250.77.46,192.168.73.128,6,1466
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,1466
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,1466
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,693
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,81
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,80
142.250.77.46,192.168.73.128,17,1173
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,74
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,74
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,73
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,73
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1395
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,17,80
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.2,192.168.73.128,17,151
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,6,1466
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,17,75
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1395
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,309
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,17,82
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,17,75
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1395
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,17,80
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,17,474
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,17,75
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1397
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,80
142.250.77.46,192.168.73.128,6,11350
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,246
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
192.168.73.128,192.168.73.2,17,79
192.168.73.128,192.168.73.2,17,79
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,277
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,17,75
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,4290
142.250.77.46,192.168.73.128,6,4290
192.168.73.2,192.168.73.128,17,139
142.250.77.46,192.168.73.128,17,764
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
192.168.73.128,173.194.14.234,6,74
142.250.77.46,192.168.73.128,6,15586
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,7114
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,16998
192.168.73.128,142.250.77.46,6,54
74.125.130.119,192.168.73.128,17,1399
74.125.130.119,192.168.73.128,17,768
142.250.77.46,192.168.73.128,17,73
142.250.77.46,192.168.73.128,17,1395
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,17,80
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,8526
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,17,85
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,6,5702
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,75
142.250.77.46,192.168.73.128,6,18410
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,9938
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2878
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,6,14174
192.168.73.128,142.250.77.46,17,80
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1399
142.250.77.46,192.168.73.128,17,1074
142.250.77.46,192.168.73.128,6,18410
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,14174
192.168.73.2,192.168.73.128,17,107
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,24058
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,9938
142.250.77.46,192.168.73.128,6,10274
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2542
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,17,80
142.250.77.46,192.168.73.128,6,26882
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.192.35,6,482
142.250.192.35,192.168.73.128,6,60
142.250.77.46,192.168.73.128,6,15586
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,8526
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,22646
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,11350
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,9938
142.250.77.46,192.168.73.128,6,2878
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,7114
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,2844
192.168.73.128,142.250.77.46,6,54
192.168.73.128,142.250.77.46,6,93
192.168.73.128,142.250.77.46,6,78
192.168.73.128,142.250.77.46,6,54
142.250.77.46,192.168.73.128,6,60
142.250.77.46,192.168.73.128,6,60
142.250.77.46,192.168.73.128,6,60
192.168.73.128,142.250.77.46,17,409
192.168.73.128,74.125.130.119,17,82
192.168.73.128,74.125.130.119,17,82
192.168.73.128,192.168.73.2,17,73
192.168.73.128,192.168.73.2,17,73
192.168.73.128,74.125.130.119,6,150
74.125.130.119,192.168.73.128,6,60
192.168.73.128,142.251.42.35,6,74
192.168.73.2,192.168.73.128,17,95
142.250.77.46,192.168.73.128,17,70
142.250.77.46,192.168.73.128,17,71
142.250.77.46,192.168.73.128,6,60
192.168.73.2,192.168.73.128,17,146
192.168.73.128,142.250.77.46,6,54
192.168.73.128,74.125.68.84,6,74
142.250.192.35,192.168.73.128,6,1157
192.168.73.128,142.250.192.35,6,54
192.168.73.128,74.125.130.119,17,173
192.168.73.128,74.125.130.119,17,108
142.251.42.35,192.168.73.128,6,60
192.168.73.128,142.251.42.35,6,54
192.168.73.128,74.125.130.119,17,379
142.250.77.46,192.168.73.128,17,75
192.168.73.128,142.250.77.46,17,75
192.168.73.2,192.168.73.128,17,134
192.168.73.128,142.251.220.1,6,74
74.125.130.119,192.168.73.128,17,84
74.125.130.119,192.168.73.128,6,1578
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,1466
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.250.77.46,192.168.73.128,17,1336
142.250.77.46,192.168.73.128,17,71
142.250.77.46,192.168.73.128,17,313
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.250.77.46,17,80
142.251.220.1,192.168.73.128,6,60
192.168.73.128,142.251.220.1,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.251.220.1,6,715
142.251.220.1,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.68.84,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.68.84,6,54
192.168.73.128,74.125.130.119,6,54
192.168.73.128,74.125.68.84,6,721
74.125.68.84,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,17,657
192.168.73.128,74.125.130.119,17,76
74.125.130.119,192.168.73.128,17,166
74.125.130.119,192.168.73.128,17,68
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.250.77.46,17,409
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.251.220.1,192.168.73.128,6,2878
192.168.73.128,142.251.220.1,6,54
142.251.220.1,192.168.73.128,6,6458
192.168.73.128,142.251.220.1,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.250.192.35,6,481
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.250.192.35,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,74.125.130.119,17,74
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.250.77.46,192.168.73.128,17,71
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,6,74
74.125.130.119,192.168.73.128,17,73
74.125.130.119,192.168.73.128,6,5702
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,5702
192.168.73.128,74.125.130.119,6,54
142.250.77.46,192.168.73.128,17,75
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.250.77.46,17,75
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
173.194.14.234,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,173.194.14.234,6,54
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,6,735
192.168.73.128,74.125.130.119,17,74
173.194.14.234,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
74.125.68.84,192.168.73.128,6,4186
192.168.73.128,74.125.130.119,6,54
192.168.73.128,74.125.68.84,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.250.192.35,6,482
142.250.192.35,192.168.73.128,6,60
173.194.14.234,192.168.73.128,6,2870
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,1863
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,173.194.14.234,6,54
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,6,118
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,6,3163
173.194.14.234,192.168.73.128,6,60
173.194.14.234,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
173.194.14.234,192.168.73.128,6,60
173.194.14.234,192.168.73.128,6,60
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.250.192.35,192.168.73.128,6,1156
192.168.73.128,142.250.192.35,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.251.220.1,6,118
192.168.73.128,142.251.220.1,6,146
142.251.220.1,192.168.73.128,6,60
192.168.73.128,142.251.220.1,6,442
142.251.220.1,192.168.73.128,6,60
142.251.220.1,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,5702
142.251.220.1,192.168.73.128,6,668
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.251.220.1,6,54
192.168.73.128,142.251.220.1,6,85
142.251.220.1,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,192.168.73.2,17,82
192.168.73.128,192.168.73.2,17,82
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,11350
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,8526
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.251.220.1,192.168.73.128,6,85
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
142.251.220.1,192.168.73.128,6,1818
192.168.73.128,142.251.220.1,6,54
142.251.220.1,192.168.73.128,6,4290
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.251.220.1,6,54
74.125.130.119,192.168.73.128,6,2878
142.251.220.1,192.168.73.128,6,2878
192.168.73.128,74.125.130.119,6,54
192.168.73.128,142.251.220.1,6,54
192.168.73.128,142.251.220.1,17,1399
173.194.14.234,192.168.73.128,6,3369
192.168.73.128,173.194.14.234,6,54
142.251.220.1,192.168.73.128,6,2878
74.125.130.119,192.168.73.128,6,2878
173.194.14.234,192.168.73.128,6,3173
192.168.73.128,142.251.220.1,6,54
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,6,54
192.168.73.2,192.168.73.128,17,110
173.194.14.234,192.168.73.128,6,4278
142.251.220.1,192.168.73.128,6,2878
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,173.194.14.234,6,54
192.168.73.128,142.251.220.1,6,54
192.168.73.128,74.125.130.119,6,54
192.168.73.128,173.194.14.234,17,1399
173.194.14.234,192.168.73.128,6,4278
142.251.220.1,192.168.73.128,6,2878
74.125.130.119,192.168.73.128,6,2878
192.168.73.128,173.194.14.234,6,54
192.168.73.128,142.251.220.1,6,54
192.168.73.128,74.125.130.119,6,54
173.194.14.234,192.168.73.128,6,1462
142.251.220.1,192.168.73.128,6,4161
173.194.14.234,192.168.73.128,6,7094
192.168.73.128,142.251.220.1,6,54
192.168.73.128,173.194.14.234,6,54
192.168.73.128,142.251.220.1,6,93
142.251.220.1,192.168.73.128,6,60
74.125.130.119,192.168.73.128,6,5702
192.168.73.128,74.125.130.119,6,54
