src_ip,dst_ip,protocol,length
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,77
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,516
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,989
142.250.207.132,192.168.73.128,17,86
192.168.73.128,142.250.207.132,17,77
142.250.207.132,192.168.73.128,17,1391
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,730
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,1391
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,502
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1391
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,171
192.168.73.128,142.250.207.132,17,974
192.168.73.128,142.250.207.132,17,1262
192.168.73.128,142.250.207.132,17,600
192.168.73.128,142.250.207.132,17,606
192.168.73.128,142.250.207.132,17,594
192.168.73.128,142.250.207.132,17,1399
192.168.73.128,142.250.207.132,17,575
192.168.73.128,142.250.207.132,17,647
142.250.207.132,192.168.73.128,17,1394
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,671
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,630
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,972
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,279
142.250.207.132,192.168.73.128,17,255
142.250.207.132,192.168.73.128,17,255
142.250.207.132,192.168.73.128,17,68
142.250.207.132,192.168.73.128,17,68
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,86
142.250.207.132,192.168.73.128,17,255
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,82
142.250.207.132,192.168.73.128,17,77
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,141
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1394
192.168.73.128,142.250.207.132,17,82
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,276
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,254
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,82
192.168.73.128,142.250.207.132,17,911
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,989
192.168.73.128,142.250.207.132,17,75
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,71
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
192.168.73.128,172.217.141.137,6,54
172.217.141.137,192.168.73.128,6,60
142.250.207.132,192.168.73.128,17,1393
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,767
142.250.207.132,192.168.73.128,17,91
142.250.207.132,192.168.73.128,17,145
142.250.207.132,192.168.73.128,17,1393
142.250.207.132,192.168.73.128,17,862
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,1393
142.250.207.132,192.168.73.128,17,893
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,72
142.250.207.132,192.168.73.128,17,144
192.168.73.128,142.250.207.132,17,75
192.168.73.128,142.250.207.132,17,899
192.168.73.128,142.250.207.132,17,978
142.250.207.132,192.168.73.128,17,1394
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,17,82
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,1201
192.168.73.128,142.250.207.132,17,75
192.168.73.128,142.250.207.174,17,910
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,499
142.250.207.132,192.168.73.128,17,134
192.168.73.128,142.250.207.132,17,82
192.168.73.128,142.250.207.132,17,1025
142.250.207.174,192.168.73.128,17,73
192.168.73.128,142.250.207.174,17,73
192.168.73.128,142.250.207.132,17,837
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,1394
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,612
192.168.73.128,142.250.207.132,17,82
192.168.73.128,142.250.207.132,17,1306
192.168.73.128,142.250.207.132,17,614
142.250.207.132,192.168.73.128,17,77
142.250.207.174,192.168.73.128,17,741
192.168.73.128,142.250.207.174,17,83
142.250.207.174,192.168.73.128,17,284
192.168.73.128,142.250.207.132,17,76
192.168.73.128,142.250.207.174,17,74
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,79
142.250.207.132,192.168.73.128,17,803
142.250.207.132,192.168.73.128,17,91
142.250.207.132,192.168.73.128,17,81
142.250.207.132,192.168.73.128,17,190
192.168.73.128,142.250.207.132,17,82
142.250.207.174,192.168.73.128,17,74
192.168.73.128,142.250.207.174,17,73
142.250.207.132,192.168.73.128,17,254
192.168.73.128,142.250.207.132,17,83
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,558
192.168.73.128,142.250.207.132,17,83
142.250.207.132,192.168.73.128,17,119
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,76
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,77
192.168.73.128,142.250.207.132,17,76
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.1,224.0.0.251,17,286
192.168.73.1,224.0.0.251,17,81
192.168.73.1,224.0.0.251,17,81
192.168.73.1,224.0.0.251,17,81
192.168.73.128,142.250.207.132,17,613
142.250.207.132,192.168.73.128,17,77
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,279
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,82
192.168.73.128,142.250.207.132,17,686
192.168.73.128,142.250.207.132,17,1281
192.168.73.128,142.250.207.132,17,1142
192.168.73.128,142.250.207.132,17,802
192.168.73.128,142.250.207.132,17,690
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,80
142.250.207.132,192.168.73.128,17,79
192.168.73.128,142.250.207.132,17,75
192.168.73.1,224.0.0.251,17,339
192.168.73.1,224.0.0.251,17,287
142.250.207.132,192.168.73.128,17,255
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,82
142.250.207.132,192.168.73.128,17,255
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,82
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,71
142.250.207.132,192.168.73.128,17,247
142.250.207.132,192.168.73.128,17,92
142.250.207.132,192.168.73.128,17,81
142.250.207.132,192.168.73.128,17,133
142.250.207.132,192.168.73.128,17,226
142.250.207.132,192.168.73.128,17,226
142.250.207.132,192.168.73.128,17,283
142.250.207.132,192.168.73.128,17,226
192.168.73.128,142.250.207.132,17,83
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,71
192.168.73.128,45.77.171.102,17,90
45.77.171.102,192.168.73.128,17,90
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
192.168.73.128,142.250.207.132,17,724
142.250.207.132,192.168.73.128,17,78
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,279
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,83
142.250.207.132,192.168.73.128,17,71
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,34.36.137.203,6,93
192.168.73.128,34.107.243.93,6,93
192.168.73.128,34.149.100.209,6,93
34.36.137.203,192.168.73.128,6,60
34.107.243.93,192.168.73.128,6,60
34.149.100.209,192.168.73.128,6,60
34.149.100.209,192.168.73.128,6,93
34.36.137.203,192.168.73.128,6,93
34.107.243.93,192.168.73.128,6,93
192.168.73.128,34.107.243.93,6,54
192.168.73.128,34.36.137.203,6,54
192.168.73.128,34.149.100.209,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
192.168.73.128,142.250.207.132,17,714
142.250.207.132,192.168.73.128,17,78
192.168.73.128,142.250.207.132,17,75
142.250.207.132,192.168.73.128,17,279
192.168.73.128,142.250.207.132,17,88
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,68
192.168.73.128,142.250.207.132,17,76
142.250.207.132,192.168.73.128,17,76
142.250.207.132,192.168.73.128,17,71
192.168.73.128,142.250.207.132,17,76
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
192.168.73.128,172.217.141.137,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,192.168.73.2,17,76
192.168.73.128,192.168.73.2,17,76
192.168.73.2,192.168.73.128,17,92
192.168.73.2,192.168.73.128,17,206
192.168.73.128,35.244.181.201,6,74
35.244.181.201,192.168.73.128,6,60
192.168.73.128,35.244.181.201,6,54
192.168.73.128,35.244.181.201,6,251
35.244.181.201,192.168.73.128,6,60
35.244.181.201,192.168.73.128,6,3456
192.168.73.128,35.244.181.201,6,54
192.168.73.128,35.244.181.201,6,147
35.244.181.201,192.168.73.128,6,60
192.168.73.128,192.168.73.2,17,77
192.168.73.128,192.168.73.2,17,77
35.244.181.201,192.168.73.128,6,434
192.168.73.2,192.168.73.128,17,241
192.168.73.128,35.244.181.201,6,54
192.168.73.2,192.168.73.128,17,198
192.168.73.128,23.15.147.118,6,74
23.15.147.118,192.168.73.128,6,60
192.168.73.128,23.15.147.118,6,54
192.168.73.128,23.15.147.118,6,485
23.15.147.118,192.168.73.128,6,60
23.15.147.118,192.168.73.128,6,928
192.168.73.128,23.15.147.118,6,54
192.168.73.128,35.244.181.201,6,153
192.168.73.128,35.244.181.201,6,365
35.244.181.201,192.168.73.128,6,60
35.244.181.201,192.168.73.128,6,60
192.168.73.128,35.244.181.201,6,92
35.244.181.201,192.168.73.128,6,60
35.244.181.201,192.168.73.128,6,92
192.168.73.128,35.244.181.201,6,54
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
35.244.181.201,192.168.73.128,6,1211
192.168.73.128,35.244.181.201,6,54
192.168.73.128,35.244.181.201,6,100
35.244.181.201,192.168.73.128,6,60
192.168.73.128,192.168.73.2,17,95
192.168.73.128,192.168.73.2,17,95
192.168.73.128,34.160.144.191,6,74
34.160.144.191,192.168.73.128,6,60
192.168.73.128,34.160.144.191,6,54
192.168.73.128,34.160.144.191,6,270
34.160.144.191,192.168.73.128,6,60
192.168.73.2,192.168.73.128,17,193
192.168.73.2,192.168.73.128,17,181
34.160.144.191,192.168.73.128,6,3075
192.168.73.128,34.160.144.191,6,54
192.168.73.128,34.160.144.191,6,147
34.160.144.191,192.168.73.128,6,60
34.160.144.191,192.168.73.128,6,434
192.168.73.128,34.160.144.191,6,153
34.160.144.191,192.168.73.128,6,60
192.168.73.128,34.160.144.191,6,92
34.160.144.191,192.168.73.128,6,60
34.160.144.191,192.168.73.128,6,92
192.168.73.128,34.160.144.191,6,54
151.101.65.91,192.168.73.128,6,60
192.168.73.128,45.77.171.102,17,90
45.77.171.102,192.168.73.128,17,90
192.168.73.128,142.251.42.74,6,93
142.251.42.74,192.168.73.128,6,60
142.251.42.74,192.168.73.128,6,93
192.168.73.128,142.251.42.74,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,172.217.141.137,6,54
192.168.73.128,172.217.141.137,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
172.217.141.137,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
192.168.73.128,142.250.207.132,17,1399
142.250.207.132,192.168.73.128,17,1399
192.168.73.128,142.250.207.132,6,74
142.250.207.132,192.168.73.128,17,1399
142.250.207.132,192.168.73.128,17,657
142.250.207.132,192.168.73.128,17,69
192.168.73.128,142.250.207.132,17,884
142.250.207.132,192.168.73.128,6,60
192.168.73.128,142.250.207.132,6,54
192.168.73.128,142.250.207.132,6,1286
192.168.73.128,142.250.207.132,6,60
192.168.73.128,142.250.207.132,6,146
142.250.207.132,192.168.73.128,6,60
142.250.207.132,192.168.73.128,6,60
142.250.207.132,192.168.73.128,6,60
142.250.207.132,192.168.73.128,17,73
192.168.73.128,142.250.207.132,17,73
142.250.207.132,192.168.73.128,17,502
142.250.207.132,192.168.73.128,17,66
192.168.73.128,142.250.207.132,17,154
142.250.207.132,192.168.73.128,17,165
192.168.73.128,142.250.207.132,17,74
142.250.207.132,192.168.73.128,17,69
142.250.207.132,192.168.73.128,6,822
192.168.73.128,142.250.207.132,6,54
192.168.73.128,142.250.207.132,6,138
142.250.207.132,192.168.73.128,6,60
142.250.207.132,192.168.73.128,6,147
192.168.73.128,142.250.207.132,6,85
142.250.207.132,192.168.73.128,6,60
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
192.168.73.128,142.250.67.238,6,93
142.250.67.238,192.168.73.128,6,60
142.250.67.238,192.168.73.128,6,93
192.168.73.128,142.250.67.238,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
192.168.73.128,192.168.73.2,17,88
192.168.73.128,192.168.73.2,17,88
192.168.73.2,192.168.73.128,17,162
192.168.73.128,23.15.147.118,6,54
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
192.168.73.2,192.168.73.128,17,104
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,23.15.147.118,6,54
23.15.147.118,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,402
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,565
192.168.73.128,199.201.110.204,6,54
192.168.73.128,192.168.73.2,17,92
192.168.73.128,192.168.73.2,17,92
192.168.73.2,192.168.73.128,17,180
192.168.73.2,192.168.73.128,17,122
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,734
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,3246
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,118
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,532
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,212
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,1638
192.168.73.128,199.201.110.204,6,54
192.168.73.128,142.250.207.132,17,667
192.168.73.128,199.201.110.204,6,498
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
142.250.207.132,192.168.73.128,17,73
192.168.73.128,142.250.207.132,17,73
142.250.207.132,192.168.73.128,17,270
192.168.73.128,142.250.207.132,17,78
142.250.207.132,192.168.73.128,17,66
192.168.73.128,142.250.207.132,17,73
142.250.207.132,192.168.73.128,17,73
192.168.73.128,142.250.207.132,17,74
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,905
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,885
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,551
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,298
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,118
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,559
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,677
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,133
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,734
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,14093
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,2958
192.168.73.128,199.201.110.204,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,342
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,118
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,212
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,905
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,298
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,118
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,133
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
192.168.73.128,142.250.192.35,6,54
192.168.73.128,172.217.141.137,6,54
142.250.192.35,192.168.73.128,6,60
142.250.192.35,192.168.73.128,6,60
172.217.141.137,192.168.73.128,6,60
192.168.73.128,172.217.141.137,6,54
172.217.141.137,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,74
192.168.73.128,173.194.14.234,6,54
173.194.14.234,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,78
192.168.73.128,199.201.110.204,6,78
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,60
192.168.73.128,142.250.192.35,6,54
142.250.192.35,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,78
192.168.73.128,199.201.110.204,6,78
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,60
192.168.73.128,199.201.110.204,6,74
192.168.73.128,199.201.110.204,6,78
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,78
192.168.73.128,199.201.110.204,6,54
192.168.73.128,199.201.110.204,6,78
192.168.73.128,199.201.110.204,6,54
199.201.110.204,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,60
192.168.73.128,34.107.221.82,6,54
34.107.221.82,192.168.73.128,6,60
192.168.73.128,142.250.76.202,6,93
142.250.76.202,192.168.73.128,6,60
199.201.110.204,192.168.73.128,6,78
192.168.73.128,199.201.110.204,6,54
142.250.76.202,192.168.73.128,6,93
192.168.73.128,142.250.76.202,6,54
192.168.73.128,23.15.147.118,6,54
